td_x1_d,adrc_u,eso_z3,eso_z2,esf_e1_d,eso_z1_d,yaw_actual,yaw_dps,yaw_imu_d,yawenc
-171.467,-9.3801,372.923,-1.09296,-4.76111,-166.706,-166.693,-0.775794,4.37134,85.2901
-171.467,-9.39214,373.311,-1.20669,-4.7607,-166.707,-166.696,-0.836829,4.36966,85.2846
-171.467,-9.40123,373.729,-1.30248,-4.75981,-166.708,-166.697,0.200769,4.37006,85.2846
-171.467,-9.41115,374.364,-1.28202,-4.7588,-166.709,-166.692,0.322839,4.37071,85.2901
-171.467,-9.42712,375.014,-1.25388,-4.75832,-166.709,-166.692,0.750085,4.3722,85.2901
-171.467,-9.44353,375.677,-1.21993,-4.75794,-166.709,-166.692,0.750085,4.3737,85.2901
-171.467,-9.46028,376.349,-1.18229,-4.75765,-166.71,-166.692,0.261804,4.37423,85.2846
-171.467,-9.47727,377.01,-1.15086,-4.75747,-166.71,-166.693,-0.409583,4.37341,85.2791
-171.467,-9.49396,377.738,-1.08568,-4.75734,-166.71,-166.691,-0.836829,4.37174,85.2846
-171.467,-9.51249,378.44,-1.03554,-4.75747,-166.709,-166.692,-0.592689,4.37055,85.2901
-171.467,-9.5303,379.222,-0.944542,-4.75766,-166.709,-166.689,-0.165442,4.37022,85.2901
-171.467,-9.55034,379.849,-0.936834,-4.75822,-166.709,-166.693,0.750085,4.37172,85.2846
-171.467,-9.56606,380.359,-0.990473,-4.75844,-166.709,-166.696,0.750085,4.37322,85.2956
-171.467,-9.57853,380.989,-0.979981,-4.75828,-166.709,-166.693,-0.470618,4.37227,85.2901
-171.467,-9.59434,381.613,-0.973117,-4.75842,-166.708,-166.693,-0.653724,4.37095,85.2901
-171.467,-9.60998,382.23,-0.970072,-4.75855,-166.708,-166.693,-0.897864,4.36915,85.2901
-171.467,-9.62542,382.718,-1.03444,-4.75867,-166.709,-166.696,-0.165442,4.36882,85.2956
-171.467,-9.63727,383.241,-1.079,-4.75837,-166.709,-166.695,0.56698,4.36996,85.2846
-171.467,-9.65011,383.767,-1.12078,-4.75806,-166.709,-166.696,0.81112,4.37159,85.2901
-171.467,-9.66304,384.407,-1.10179,-4.75766,-166.709,-166.693,0.750085,4.37309,85.2846
-171.467,-9.67915,384.944,-1.13767,-4.75757,-166.71,-166.696,0.0786982,4.37326,85.2846
-171.467,-9.69236,385.488,-1.16845,-4.75717,-166.71,-166.696,-0.653724,4.37195,85.2901
-171.467,-9.7058,386.058,-1.18527,-4.75672,-166.711,-166.696,-1.01993,4.3699,85.2956
-171.467,-9.71995,386.759,-1.13293,-4.7563,-166.711,-166.693,-0.348548,4.3692,85.2901
-171.467,-9.73775,387.459,-1.08213,-4.75628,-166.711,-166.693,0.628015,4.37046,85.2846
